numero_ocorrencia_associado;ano_fato;mes_numerico_fato;nome_municipio_fato;codigo_municipio_fato;risp_completa_fato;rmbh_fato;ocorrencia_uf_fato;latitude_sirgas2000;longitude_sirgas2000;qtd_envolvido;envolvimento_descricao;envolvimento_codigo;condicao_fisica_descricao;valor_idade_aparente;codigo_sexo;cor_pele_descricao;escolaridade_descricao;tipo_envolvimento;grupo_tipo_envolvimento_codigo;grupo_tipo_envolvimento;faixa_etaria;numero_ocorrencia_env
98770484698870a1;2012;9;CONTAGEM;311860,0;RISP 2 - CONTAGEM;SIM;MG;-19,9215986814708;-44,0817960919159;1;VITIMA DE ACAO CRIMINAL / CIVEL;1301;SEM LESOES APARENTES;35,0;M;PARDA;ALFABETIZADO;VITIMA DE ACAO CRIMINAL / CIVEL;1300;VITIMA;30 a 39 anos;98770484698870a1-2.0
b60aa25c95e41590;2012;9;CAPINOPOLIS;311260,0;RISP 9 - UBERLÂNDIA;NÃO;MG;-18,6818551894493;-49,5735634561597;1;VITIMA - OUTROS;1399;GRAVES OU INCONSCIENTE;58,0;M;BRANCA;ENSINO FUNDAMENTAL COMPLETO (8 ANOS ESTUDO);VITIMA - OUTROS;1300;VITIMA;50 a 59 anos;b60aa25c95e41590-3.0
61c78a7ca956b070;2012;8;IPATINGA;313130,0;RISP 12 - IPATINGA;NÃO;MG;-19,4619769031599;-42,5533281668984;1;VITIMA E PEDESTRE (TRANSITO);1303;GRAVES OU INCONSCIENTE;88,0;M;BRANCA;ALFABETIZADO;VITIMA E PEDESTRE (TRANSITO);1300;VITIMA;80 anos ou mais;61c78a7ca956b070-2.0
4cc4e47fb794d353;2012;1;TIMOTEO;316870,0;RISP 12 - IPATINGA;NÃO;MG;-19,5508187894736;-42,6451906865055;1;VITIMA E PEDESTRE (TRANSITO);1303;FATAL;68,0;M;PARDA;ALFABETIZADO;VITIMA E PEDESTRE (TRANSITO);1300;VITIMA;60 a 69 anos;4cc4e47fb794d353-2.0
534452498c8a29a1;2012;6;BELO HORIZONTE;310620,0;RISP 1 - BH;NÃO;MG;-19,9178529079186;-43,9352286326387;1;VITIMA E PEDESTRE (TRANSITO);1303;LEVES;36,0;F;IGNORADA;SUPERIOR COMPLETO;VITIMA E PEDESTRE (TRANSITO);1300;VITIMA;30 a 39 anos;534452498c8a29a1-2.0
fb66f71fd13a3de9;2012;5;BELO HORIZONTE;310620,0;RISP 1 - BH;NÃO;MG;-19,9178253077828;-43,9352237325241;1;VITIMA E PEDESTRE (TRANSITO);1303;LEVES;47,0;M;PARDA;ESCOLARIDADE - IGNORADA;VITIMA E PEDESTRE (TRANSITO);1300;VITIMA;40 a 49 anos;fb66f71fd13a3de9-1.0
4a5b51a4f5753eac;2012;12;UBERLANDIA;317020,0;RISP 9 - UBERLÂNDIA;NÃO;MG;-18,9548038456941;-48,2488282334902;1;VITIMA E PASSAGEIRO (TRANSITO);1302;OUTROS - LESOES;19,0;F;BRANCA;ENSINO MEDIO COMPLETO (2º GRAU);VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;18 a 29 anos;4a5b51a4f5753eac-1.0
07764d336f629265;2012;3;GOVERNADOR VALADARES;312770,0;RISP 8 - GOV. VALADARES;NÃO;MG;-18,862740634576;-41,9568883186805;1;VITIMA - OUTROS;1399;LEVES;23,0;F;PARDA;ENSINO MEDIO INCOMPLETO ( 2º GRAU);VITIMA - OUTROS;1300;VITIMA;18 a 29 anos;07764d336f629265-1.0
f717aa126cdbce95;2012;6;CARLOS CHAGAS;311370,0;RISP 15 - TEÓFILO OTONI;NÃO;MG;-17,7778777975836;-40,5314884533988;1;VITIMA E PASSAGEIRO (TRANSITO);1302;GRAVES OU INCONSCIENTE;53,0;F;PARDA;ALFABETIZADO;VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;50 a 59 anos;f717aa126cdbce95-5.0
f717aa126cdbce95;2012;6;CARLOS CHAGAS;311370,0;RISP 15 - TEÓFILO OTONI;NÃO;MG;-17,7778777975836;-40,5314884533988;1;VITIMA E PASSAGEIRO (TRANSITO);1302;LEVES;56,0;F;PARDA;ALFABETIZADO;VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;50 a 59 anos;f717aa126cdbce95-4.0
f717aa126cdbce95;2012;6;CARLOS CHAGAS;311370,0;RISP 15 - TEÓFILO OTONI;NÃO;MG;-17,7778777975836;-40,5314884533988;1;VITIMA E PASSAGEIRO (TRANSITO);1302;LEVES;40,0;F;PARDA;ALFABETIZADO;VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;40 a 49 anos;f717aa126cdbce95-6.0
f717aa126cdbce95;2012;6;CARLOS CHAGAS;311370,0;RISP 15 - TEÓFILO OTONI;NÃO;MG;-17,7778777975836;-40,5314884533988;1;VITIMA E PASSAGEIRO (TRANSITO);1302;FATAL;78,0;M;BRANCA;ALFABETIZADO;VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;70 a 79 anos;f717aa126cdbce95-3.0
a1bb315740b1eab5;2012;2;UBERABA;317010,0;RISP 5 - UBERABA;NÃO;MG;-19,7675572293599;-47,9075930701135;1;VITIMA - OUTROS;1399;SEM LESOES APARENTES;57,0;M;BRANCA;ENSINO FUNDAMENTAL COMPLETO (8 ANOS ESTUDO);VITIMA - OUTROS;1300;VITIMA;50 a 59 anos;a1bb315740b1eab5-3.0
26c8b1c27b30a5bd;2012;11;PRUDENTE DE MORAIS;315360,0;RISP 19 - SETE LAGOAS;NÃO;MG;-19,4801582474557;-44,155350163526;1;VITIMA E PEDESTRE (TRANSITO);1303;SEM LESOES APARENTES;23,0;M;NEGRA;ALFABETIZADO;VITIMA E PEDESTRE (TRANSITO);1300;VITIMA;18 a 29 anos;26c8b1c27b30a5bd-1.0
67e0c156907959d5;2012;4;ESTRELA DO SUL;312480,0;RISP 9 - UBERLÂNDIA;NÃO;MG;-18,7362363280999;-47,6905356254785;1;VITIMA DE ACAO CRIMINAL / CIVEL;1301;GRAU DA LESAO - IGNORADO;33,0;M;BRANCA;ALFABETIZADO;VITIMA DE ACAO CRIMINAL / CIVEL;1300;VITIMA;30 a 39 anos;67e0c156907959d5-1.0
57219b073af15fc6;2012;5;PARACATU;314700,0;RISP 16 - UNAÍ;NÃO;MG;-17,2274282843832;-46,8866159367422;1;VITIMA DE ACAO CRIMINAL / CIVEL;1301;SEM LESOES APARENTES;21,0;M;IGNORADA;ESCOLARIDADE - IGNORADA;VITIMA DE ACAO CRIMINAL / CIVEL;1300;VITIMA;18 a 29 anos;57219b073af15fc6-4.0
9572f7791b9f086e;2012;11;MONTES CLAROS;314330,0;RISP 11 - MONTES CLAROS;NÃO;MG;-16,7398084372522;-43,871763204023;1;VITIMA E PASSAGEIRO (TRANSITO);1302;LEVES;35,0;F;BRANCA;ALFABETIZADO;VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;30 a 39 anos;9572f7791b9f086e-3.0
4d78d8817979e988;2012;3;IPATINGA;313130,0;RISP 12 - IPATINGA;NÃO;MG;-19,4321010043741;-42,5678840188551;1;VITIMA E PEDESTRE (TRANSITO);1303;LEVES;82,0;F;PARDA;ESCOLARIDADE - IGNORADA;VITIMA E PEDESTRE (TRANSITO);1300;VITIMA;80 anos ou mais;4d78d8817979e988-2.0
afaa45a9ebba26d8;2012;4;IPATINGA;313130,0;RISP 12 - IPATINGA;NÃO;MG;-19,4426338879074;-42,5567516484371;1;VITIMA E PASSAGEIRO (TRANSITO);1302;LEVES;24,0;F;IGNORADA;ESCOLARIDADE - IGNORADA;VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;18 a 29 anos;afaa45a9ebba26d8-3.0
e67018252f3b6ace;2012;11;MATOZINHOS;314110,0;RISP 19 - SETE LAGOAS;SIM;MG;-19,5670977273267;-44,0639122118545;1;VITIMA E PROPRIETARIO/FUNCIONARIO ESTABELECIM;1304;SEM LESOES APARENTES;53,0;M;PARDA;SUPERIOR COMPLETO;VITIMA E PROPRIETARIO/FUNCIONARIO ESTABELECIM;1300;VITIMA;50 a 59 anos;e67018252f3b6ace-1.0
c838803030ee4716;2012;2;ARAGUARI;310350,0;RISP 9 - UBERLÂNDIA;NÃO;MG;-18,6430156241464;-48,2057076703638;1;VITIMA E PASSAGEIRO (TRANSITO);1302;SEM LESOES APARENTES;19,0;M;BRANCA;ENSINO MEDIO INCOMPLETO ( 2º GRAU);VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;18 a 29 anos;c838803030ee4716-2.0
a1998850c0eccf19;2012;10;NOVA LIMA;314480,0;RISP 3 - VESPASIANO;SIM;MG;-19,9849573602333;-43,8530559080712;1;VITIMA E PEDESTRE (TRANSITO);1303;GRAU DA LESAO - IGNORADO;70,0;F;BRANCA;ENSINO FUNDAMENTAL INCOMPLETO (8 ANOS ESTUDO);VITIMA E PEDESTRE (TRANSITO);1300;VITIMA;70 a 79 anos;a1998850c0eccf19-2.0
b671c280050390f7;2012;2;IPATINGA;313130,0;RISP 12 - IPATINGA;NÃO;MG;-19,4612255835512;-42,5602091247705;1;VITIMA E PASSAGEIRO (TRANSITO);1302;LEVES;19,0;M;PARDA;ALFABETIZADO;VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;18 a 29 anos;b671c280050390f7-3.0
078bd2cf60b4150b;2012;3;IPATINGA;313130,0;RISP 12 - IPATINGA;NÃO;MG;-19,4530383742508;-42,5886489512244;1;VITIMA E PEDESTRE (TRANSITO);1303;LEVES;63,0;M;PARDA;ENSINO MEDIO COMPLETO (2º GRAU);VITIMA E PEDESTRE (TRANSITO);1300;VITIMA;60 a 69 anos;078bd2cf60b4150b-2.0
3be26320fbc3c579;2012;2;BELO HORIZONTE;310620,0;RISP 1 - BH;NÃO;MG;-19,8632025228869;-43,9322691634628;1;CONDUTOR DE VEICULO E VITIMA;1305;OUTROS - LESOES;42,0;M;PARDA;ENSINO MEDIO INCOMPLETO ( 2º GRAU);CONDUTOR DE VEICULO E VITIMA;1300;VITIMA;40 a 49 anos;3be26320fbc3c579-1.0
6e29de9528cd885a;2012;9;DELTA;312125,0;RISP 5 - UBERABA;NÃO;MG;-19,9777673015083;-47,7714851751172;1;VITIMA E PEDESTRE (TRANSITO);1303;LEVES;10,0;M;PARDA;ENSINO FUNDAMENTAL INCOMPLETO (8 ANOS ESTUDO);VITIMA E PEDESTRE (TRANSITO);1300;VITIMA;0 a 11 anos;6e29de9528cd885a-1.0
98c2422b42cc0cd0;2012;4;BERILO;310650,0;RISP 14 - CURVELO;NÃO;MG;-16,9492958620397;-42,4572129557378;1;VITIMA E PEDESTRE (TRANSITO);1303;GRAVES OU INCONSCIENTE;66,0;F;BRANCA;ENSINO FUNDAMENTAL INCOMPLETO (8 ANOS ESTUDO);VITIMA E PEDESTRE (TRANSITO);1300;VITIMA;60 a 69 anos;98c2422b42cc0cd0-1.0
e95190116ff7c0c4;2012;8;CAPELINHA;311230,0;RISP 14 - CURVELO;NÃO;MG;-17,69435831737;-42,5190132027523;1;VITIMA E PASSAGEIRO (TRANSITO);1302;OUTROS - LESOES;18,0;M;PARDA;OUTROS - ESCOLARIDADE;VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;18 a 29 anos;e95190116ff7c0c4-1.0
ddadae8594aaeb0c;2012;11;CAPELINHA;311230,0;RISP 14 - CURVELO;NÃO;MG;-17,69435831737;-42,5190132027523;1;VITIMA E PEDESTRE (TRANSITO);1303;OUTROS - LESOES;14,0;F;PARDA;ENSINO FUNDAMENTAL INCOMPLETO (8 ANOS ESTUDO);VITIMA E PEDESTRE (TRANSITO);1300;VITIMA;12 a 17 anos;ddadae8594aaeb0c-1.0
e4c5a58d31bdb504;2012;9;CAPELINHA;311230,0;RISP 14 - CURVELO;NÃO;MG;-17,69435831737;-42,5190132027523;1;VITIMA E PASSAGEIRO (TRANSITO);1302;GRAVES OU INCONSCIENTE;38,0;F;PARDA;ALFABETIZADO;VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;30 a 39 anos;e4c5a58d31bdb504-2.0
37e693ef237c53b3;2012;9;CAPELINHA;311230,0;RISP 14 - CURVELO;NÃO;MG;-17,6943583073756;-42,5190104327285;1;VITIMA E PASSAGEIRO (TRANSITO);1302;LEVES;29,0;M;PARDA;ALFABETIZADO;VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;18 a 29 anos;37e693ef237c53b3-3.0
c96d188640489517;2012;8;UBERLANDIA;317020,0;RISP 9 - UBERLÂNDIA;NÃO;MG;-18,9295806313786;-48,2566295372424;1;VITIMA E PASSAGEIRO (TRANSITO);1302;LEVES;24,0;F;BRANCA;ENSINO MEDIO INCOMPLETO ( 2º GRAU);VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;18 a 29 anos;c96d188640489517-4.0
21ac1c85a0608827;2012;6;UBERLANDIA;317020,0;RISP 9 - UBERLÂNDIA;NÃO;MG;-18,9285608267198;-48,2564622331735;1;VITIMA E PASSAGEIRO (TRANSITO);1302;OUTROS - LESOES;32,0;M;PARDA;ALFABETIZADO;VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;30 a 39 anos;21ac1c85a0608827-1.0
18ce06b5810eeec4;2012;10;UBA;316990,0;RISP 4 - JUIZ DE FORA;NÃO;MG;-21,1193738664234;-42,9436252284562;1;VITIMA DE ACAO CRIMINAL / CIVEL;1301;SEM LESOES APARENTES;27,0;F;BRANCA;POS-GRADUACAO;VITIMA DE ACAO CRIMINAL / CIVEL;1300;VITIMA;18 a 29 anos;18ce06b5810eeec4-1.0
242f529ed616113b;2012;4;SETE LAGOAS;316720,0;RISP 19 - SETE LAGOAS;NÃO;MG;-19,439026228031;-44,2408250819222;1;VITIMA E PASSAGEIRO (TRANSITO);1302;LEVES;18,0;M;PARDA;ENSINO MEDIO INCOMPLETO ( 2º GRAU);VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;18 a 29 anos;242f529ed616113b-3.0
242f529ed616113b;2012;4;SETE LAGOAS;316720,0;RISP 19 - SETE LAGOAS;NÃO;MG;-19,439026228031;-44,2408250819222;1;VITIMA E PASSAGEIRO (TRANSITO);1302;LEVES;;M;PARDA;ENSINO MEDIO COMPLETO (2º GRAU);VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;NÃO INFORMADO;242f529ed616113b-4.0
242f529ed616113b;2012;4;SETE LAGOAS;316720,0;RISP 19 - SETE LAGOAS;NÃO;MG;-19,439026228031;-44,2408250819222;1;VITIMA E PASSAGEIRO (TRANSITO);1302;LEVES;18,0;M;PARDA;ENSINO FUNDAMENTAL COMPLETO (8 ANOS ESTUDO);VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;18 a 29 anos;242f529ed616113b-2.0
425c35d80d0b1160;2012;2;GOVERNADOR VALADARES;312770,0;RISP 8 - GOV. VALADARES;NÃO;MG;-18,8386140234751;-41,9909949590002;1;VITIMA - OUTROS;1399;SEM LESOES APARENTES;37,0;M;IGNORADA;ENSINO FUNDAMENTAL INCOMPLETO (8 ANOS ESTUDO);VITIMA - OUTROS;1300;VITIMA;30 a 39 anos;425c35d80d0b1160-5.0
425c35d80d0b1160;2012;2;GOVERNADOR VALADARES;312770,0;RISP 8 - GOV. VALADARES;NÃO;MG;-18,8386140234751;-41,9909949590002;1;VITIMA - OUTROS;1399;SEM LESOES APARENTES;38,0;M;IGNORADA;ENSINO FUNDAMENTAL INCOMPLETO (8 ANOS ESTUDO);VITIMA - OUTROS;1300;VITIMA;30 a 39 anos;425c35d80d0b1160-4.0
425c35d80d0b1160;2012;2;GOVERNADOR VALADARES;312770,0;RISP 8 - GOV. VALADARES;NÃO;MG;-18,8386140234751;-41,9909949590002;1;VITIMA - OUTROS;1399;SEM LESOES APARENTES;44,0;M;PARDA;ENSINO FUNDAMENTAL INCOMPLETO (8 ANOS ESTUDO);VITIMA - OUTROS;1300;VITIMA;40 a 49 anos;425c35d80d0b1160-3.0
425c35d80d0b1160;2012;2;GOVERNADOR VALADARES;312770,0;RISP 8 - GOV. VALADARES;NÃO;MG;-18,8386140234751;-41,9909949590002;1;VITIMA E PASSAGEIRO (TRANSITO);1302;GRAVES OU INCONSCIENTE;23,0;F;PARDA;ESCOLARIDADE - IGNORADA;VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;18 a 29 anos;425c35d80d0b1160-2.0
425c35d80d0b1160;2012;2;GOVERNADOR VALADARES;312770,0;RISP 8 - GOV. VALADARES;NÃO;MG;-18,8386140234751;-41,9909949590002;1;VITIMA - OUTROS;1399;LEVES;46,0;M;IGNORADA;ALFABETIZADO;VITIMA - OUTROS;1300;VITIMA;40 a 49 anos;425c35d80d0b1160-6.0
511e527093c35214;2012;7;GOVERNADOR VALADARES;312770,0;RISP 8 - GOV. VALADARES;NÃO;MG;-18,8451012508144;-41,9489460076007;1;VITIMA E PEDESTRE (TRANSITO);1303;LEVES;86,0;M;IGNORADA;ESCOLARIDADE - IGNORADA;VITIMA E PEDESTRE (TRANSITO);1300;VITIMA;80 anos ou mais;511e527093c35214-1.0
9dd8511529858f4c;2012;6;CARMO DO PARANAIBA;311430,0;RISP 10 - PATOS DE MINAS;NÃO;MG;-19,003587891997;-46,3180316507648;1;VITIMA DE ACAO CRIMINAL / CIVEL;1301;LEVES;14,0;M;PARDA;ANALFABETO;VITIMA DE ACAO CRIMINAL / CIVEL;1300;VITIMA;12 a 17 anos;9dd8511529858f4c-1.0
cb8665a06ace2be3;2012;10;BELO HORIZONTE;310620,0;RISP 1 - BH;NÃO;MG;-19,914088501545;-43,9294107730614;1;VITIMA E PEDESTRE (TRANSITO);1303;LEVES;31,0;M;PARDA;ESCOLARIDADE - IGNORADA;VITIMA E PEDESTRE (TRANSITO);1300;VITIMA;30 a 39 anos;cb8665a06ace2be3-2.0
f945b287df21a0f1;2012;11;GOVERNADOR VALADARES;312770,0;RISP 8 - GOV. VALADARES;NÃO;MG;-18,8439459835417;-41,9306131448933;1;VITIMA E PASSAGEIRO (TRANSITO);1302;GRAVES OU INCONSCIENTE;;F;IGNORADA;ESCOLARIDADE - IGNORADA;VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;NÃO INFORMADO;f945b287df21a0f1-3.0
9021fa82b8b8f2be;2012;12;GOVERNADOR VALADARES;312770,0;RISP 8 - GOV. VALADARES;NÃO;MG;-18,8457487356463;-41,9577378858378;1;VITIMA E PEDESTRE (TRANSITO);1303;OUTROS - LESOES;51,0;M;NEGRA;ENSINO FUNDAMENTAL INCOMPLETO (8 ANOS ESTUDO);VITIMA E PEDESTRE (TRANSITO);1300;VITIMA;50 a 59 anos;9021fa82b8b8f2be-1.0
530860dee4a86e07;2012;2;BELO HORIZONTE;310620,0;RISP 1 - BH;NÃO;MG;-19,8652341454952;-43,9272789262306;1;VITIMA E PEDESTRE (TRANSITO);1303;GRAVES OU INCONSCIENTE;87,0;M;BRANCA;SUPERIOR COMPLETO;VITIMA E PEDESTRE (TRANSITO);1300;VITIMA;80 anos ou mais;530860dee4a86e07-2.0
9d606d1e1e8648c4;2012;8;BELO HORIZONTE;310620,0;RISP 1 - BH;NÃO;MG;-19,8652341454952;-43,9272789262306;1;VITIMA - OUTROS;1399;GRAVES OU INCONSCIENTE;48,0;M;IGNORADA;ESCOLARIDADE - IGNORADA;VITIMA - OUTROS;1300;VITIMA;40 a 49 anos;9d606d1e1e8648c4-1.0
caae10de62a262c8;2012;6;LAVRAS;313820,0;RISP 6 - LAVRAS;NÃO;MG;-21,260352472832;-44,9873936065026;1;VITIMA E PEDESTRE (TRANSITO);1303;LEVES;17,0;F;BRANCA;ENSINO MEDIO INCOMPLETO ( 2º GRAU);VITIMA E PEDESTRE (TRANSITO);1300;VITIMA;12 a 17 anos;caae10de62a262c8-2.0
cdb38df9b5c10290;2012;8;LAVRAS;313820,0;RISP 6 - LAVRAS;NÃO;MG;-21,2467653698014;-45,0009619817845;1;VITIMA E PEDESTRE (TRANSITO);1303;LEVES;41,0;F;NEGRA;ENSINO FUNDAMENTAL COMPLETO (8 ANOS ESTUDO);VITIMA E PEDESTRE (TRANSITO);1300;VITIMA;40 a 49 anos;cdb38df9b5c10290-2.0
5320ee2695bd3dbf;2012;5;LAVRAS;313820,0;RISP 6 - LAVRAS;NÃO;MG;-21,2492765751703;-45,0037868130332;1;VITIMA E PEDESTRE (TRANSITO);1303;GRAU DA LESAO - IGNORADO;84,0;M;IGNORADA;ANALFABETO;VITIMA E PEDESTRE (TRANSITO);1300;VITIMA;80 anos ou mais;5320ee2695bd3dbf-2.0
bb47d6ba5cfa04a7;2012;6;LAVRAS;313820,0;RISP 6 - LAVRAS;NÃO;MG;-21,2548301254752;-44,9950454552037;1;VITIMA DE ACAO CRIMINAL / CIVEL;1301;GRAVES OU INCONSCIENTE;;M;IGNORADA;ESCOLARIDADE - IGNORADA;VITIMA DE ACAO CRIMINAL / CIVEL;1300;VITIMA;NÃO INFORMADO;bb47d6ba5cfa04a7-2.0
80751f055316daaa;2012;7;CAPELINHA;311230,0;RISP 14 - CURVELO;NÃO;MG;-17,7259290994045;-42,519820980026;1;VITIMA E PASSAGEIRO (TRANSITO);1302;LEVES;8,0;M;PARDA;ENSINO FUNDAMENTAL INCOMPLETO (8 ANOS ESTUDO);VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;0 a 11 anos;80751f055316daaa-2.0
ff89ebde0c3c4928;2012;1;CAPELINHA;311230,0;RISP 14 - CURVELO;NÃO;MG;-17,7395867656058;-42,5262693659512;1;VITIMA E PASSAGEIRO (TRANSITO);1302;LEVES;31,0;M;PARDA;ALFABETIZADO;VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;30 a 39 anos;ff89ebde0c3c4928-3.0
d9b43807cc7bca13;2012;12;CAPELINHA;311230,0;RISP 14 - CURVELO;NÃO;MG;-17,7396984645248;-42,5271134734594;1;VITIMA E PEDESTRE (TRANSITO);1303;LEVES;47,0;F;PARDA;ALFABETIZADO;VITIMA E PEDESTRE (TRANSITO);1300;VITIMA;40 a 49 anos;d9b43807cc7bca13-1.0
02aacae584a318c2;2012;7;CAPELINHA;311230,0;RISP 14 - CURVELO;NÃO;MG;-17,7336795475948;-42,5182990842251;1;VITIMA E PASSAGEIRO (TRANSITO);1302;SEM LESOES APARENTES;19,0;M;PARDA;ENSINO MEDIO COMPLETO (2º GRAU);VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;18 a 29 anos;02aacae584a318c2-3.0
02aacae584a318c2;2012;7;CAPELINHA;311230,0;RISP 14 - CURVELO;NÃO;MG;-17,7336795475948;-42,5182990842251;1;VITIMA E PASSAGEIRO (TRANSITO);1302;LEVES;22,0;M;PARDA;ENSINO MEDIO COMPLETO (2º GRAU);VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;18 a 29 anos;02aacae584a318c2-2.0
82ea82fc41ddb95b;2012;8;CAPELINHA;311230,0;RISP 14 - CURVELO;NÃO;MG;-17,7407590941661;-42,5156609773338;1;VITIMA - OUTROS;1399;SEM LESOES APARENTES;50,0;M;AMARELA;ENSINO FUNDAMENTAL COMPLETO (8 ANOS ESTUDO);VITIMA - OUTROS;1300;VITIMA;50 a 59 anos;82ea82fc41ddb95b-2.0
dfe8bfd1c186814e;2012;1;CAPELINHA;311230,0;RISP 14 - CURVELO;NÃO;MG;-17,7332806496487;-42,5161644649768;1;VITIMA E PASSAGEIRO (TRANSITO);1302;GRAVES OU INCONSCIENTE;22,0;F;PARDA;OUTROS - ESCOLARIDADE;VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;18 a 29 anos;dfe8bfd1c186814e-3.0
3bc5d574131cc2cb;2012;4;CAPELINHA;311230,0;RISP 14 - CURVELO;NÃO;MG;-17,7318742410306;-42,5163788636833;1;VITIMA E PEDESTRE (TRANSITO);1303;LEVES;53,0;F;IGNORADA;OUTROS - ESCOLARIDADE;VITIMA E PEDESTRE (TRANSITO);1300;VITIMA;50 a 59 anos;3bc5d574131cc2cb-2.0
f4a23903af15bf3b;2012;9;CAPELINHA;311230,0;RISP 14 - CURVELO;NÃO;MG;-17,7372443839082;-42,510693626766;1;VITIMA E PEDESTRE (TRANSITO);1303;LEVES;18,0;M;PARDA;OUTROS - ESCOLARIDADE;VITIMA E PEDESTRE (TRANSITO);1300;VITIMA;18 a 29 anos;f4a23903af15bf3b-1.0
0eeceaa2fd045593;2012;3;CAPELINHA;311230,0;RISP 14 - CURVELO;NÃO;MG;-17,7341312707727;-42,5082679989572;1;VITIMA E PEDESTRE (TRANSITO);1303;LEVES;8,0;M;PARDA;ALFABETIZADO;VITIMA E PEDESTRE (TRANSITO);1300;VITIMA;0 a 11 anos;0eeceaa2fd045593-2.0
c42272f01af9285b;2012;9;CAPELINHA;311230,0;RISP 14 - CURVELO;NÃO;MG;-17,7364715718075;-42,5144059569716;1;VITIMA E PEDESTRE (TRANSITO);1303;LEVES;18,0;F;PARDA;ENSINO FUNDAMENTAL COMPLETO (8 ANOS ESTUDO);VITIMA E PEDESTRE (TRANSITO);1300;VITIMA;18 a 29 anos;c42272f01af9285b-1.0
2633d08a7b9c21f5;2012;3;UBERLANDIA;317020,0;RISP 9 - UBERLÂNDIA;NÃO;MG;-18,9193520299329;-48,2773970739316;1;VITIMA E PASSAGEIRO (TRANSITO);1302;GRAVES OU INCONSCIENTE;27,0;M;PARDA;ENSINO FUNDAMENTAL COMPLETO (8 ANOS ESTUDO);VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;18 a 29 anos;2633d08a7b9c21f5-1.0
cf4406502e59b8f9;2012;6;LAVRAS;313820,0;RISP 6 - LAVRAS;NÃO;MG;-21,2533566387109;-44,9869972827318;1;VITIMA E PEDESTRE (TRANSITO);1303;LEVES;9,0;M;BRANCA;ENSINO FUNDAMENTAL INCOMPLETO (8 ANOS ESTUDO);VITIMA E PEDESTRE (TRANSITO);1300;VITIMA;0 a 11 anos;cf4406502e59b8f9-2.0
cd6c32d4427562dc;2012;5;LAVRAS;313820,0;RISP 6 - LAVRAS;NÃO;MG;-21,2491143015292;-44,9931882227969;1;VITIMA E PASSAGEIRO (TRANSITO);1302;SEM LESOES APARENTES;36,0;M;BRANCA;ENSINO FUNDAMENTAL COMPLETO (8 ANOS ESTUDO);VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;30 a 39 anos;cd6c32d4427562dc-5.0
cd6c32d4427562dc;2012;5;LAVRAS;313820,0;RISP 6 - LAVRAS;NÃO;MG;-21,2491143015292;-44,9931882227969;1;VITIMA E PASSAGEIRO (TRANSITO);1302;SEM LESOES APARENTES;26,0;M;PARDA;ENSINO MEDIO COMPLETO (2º GRAU);VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;18 a 29 anos;cd6c32d4427562dc-4.0
cd6c32d4427562dc;2012;5;LAVRAS;313820,0;RISP 6 - LAVRAS;NÃO;MG;-21,2491143015292;-44,9931882227969;1;VITIMA E PASSAGEIRO (TRANSITO);1302;LEVES;33,0;F;PARDA;ENSINO FUNDAMENTAL COMPLETO (8 ANOS ESTUDO);VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;30 a 39 anos;cd6c32d4427562dc-3.0
cd6c32d4427562dc;2012;5;LAVRAS;313820,0;RISP 6 - LAVRAS;NÃO;MG;-21,2491143015292;-44,9931882227969;1;VITIMA E PASSAGEIRO (TRANSITO);1302;LEVES;40,0;M;PARDA;ENSINO FUNDAMENTAL COMPLETO (8 ANOS ESTUDO);VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;40 a 49 anos;cd6c32d4427562dc-2.0
