numero_ocorrencia_associado;ano_fato;mes_numerico_fato;nome_municipio_fato;codigo_municipio_fato;risp_completa_fato;rmbh_fato;ocorrencia_uf_fato;latitude_sirgas2000;longitude_sirgas2000;qtd_envolvido;envolvimento_descricao;envolvimento_codigo;condicao_fisica_descricao;valor_idade_aparente;codigo_sexo;cor_pele_descricao;escolaridade_descricao;tipo_envolvimento;grupo_tipo_envolvimento_codigo;grupo_tipo_envolvimento;faixa_etaria;numero_ocorrencia_env
05d80e5656444c26;2013;7;LAVRAS;313820,0;RISP 6 - LAVRAS;NÃO;MG;-21,2615627213473;-45,0098322000901;1;VITIMA E PEDESTRE (TRANSITO);1303;FATAL;59,0;F;PARDA;ALFABETIZADO;VITIMA E PEDESTRE (TRANSITO);1300;VITIMA;50 a 59 anos;05d80e5656444c26-2.0
07dfb500648ed897;2013;4;SIMAO PEREIRA;316750,0;RISP 4 - JUIZ DE FORA;NÃO;MG;-21,9625842080275;-43,3171466980104;1;VITIMA E PEDESTRE (TRANSITO);1303;LEVES;14,0;F;NEGRA;ENSINO FUNDAMENTAL INCOMPLETO (8 ANOS ESTUDO);VITIMA E PEDESTRE (TRANSITO);1300;VITIMA;12 a 17 anos;07dfb500648ed897-2.0
37e2a8633f413aea;2013;10;BELO HORIZONTE;310620,0;RISP 1 - BH;NÃO;MG;-19,9159733091502;-43,9728197483718;1;VITIMA E PASSAGEIRO (TRANSITO);1302;OUTROS - LESOES;58,0;F;PARDA;ESCOLARIDADE - IGNORADA;VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;50 a 59 anos;37e2a8633f413aea-2.0
a80502362da1b065;2013;8;BARBACENA;310560,0;RISP 13 - BARBACENA;NÃO;MG;-21,2202621844234;-43,7804535927695;1;VITIMA E PASSAGEIRO (TRANSITO);1302;LEVES;20,0;F;IGNORADA;ALFABETIZADO;VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;18 a 29 anos;a80502362da1b065-3.0
a80502362da1b065;2013;8;BARBACENA;310560,0;RISP 13 - BARBACENA;NÃO;MG;-21,2202621844234;-43,7804535927695;1;VITIMA E PASSAGEIRO (TRANSITO);1302;LEVES;18,0;F;IGNORADA;ALFABETIZADO;VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;18 a 29 anos;a80502362da1b065-4.0
9a9fe838fa76e750;2013;4;BELO HORIZONTE;310620,0;RISP 1 - BH;NÃO;MG;-19,9196329150365;-43,9362393459597;1;VITIMA E PEDESTRE (TRANSITO);1303;OUTROS - LESOES;22,0;F;BRANCA;SUPERIOR INCOMPLETO;VITIMA E PEDESTRE (TRANSITO);1300;VITIMA;18 a 29 anos;9a9fe838fa76e750-2.0
6550dab692813be7;2013;5;BELO HORIZONTE;310620,0;RISP 1 - BH;NÃO;MG;-19,8346644618546;-43,935830718876;1;VITIMA E PEDESTRE (TRANSITO);1303;GRAU DA LESAO - IGNORADO;26,0;M;IGNORADA;ENSINO FUNDAMENTAL INCOMPLETO (8 ANOS ESTUDO);VITIMA E PEDESTRE (TRANSITO);1300;VITIMA;18 a 29 anos;6550dab692813be7-2.0
b027b1a99d7928b4;2013;1;BARBACENA;310560,0;RISP 13 - BARBACENA;NÃO;MG;-21,2199574398579;-43,7816507122298;1;VITIMA E PASSAGEIRO (TRANSITO);1302;OUTROS - LESOES;69,0;M;PARDA;ENSINO FUNDAMENTAL COMPLETO (8 ANOS ESTUDO);VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;60 a 69 anos;b027b1a99d7928b4-3.0
545aa1a6bbdd805b;2013;5;BARBACENA;310560,0;RISP 13 - BARBACENA;NÃO;MG;-21,2195872152058;-43,7827471906356;1;VITIMA E PASSAGEIRO (TRANSITO);1302;LEVES;9,0;F;BRANCA;SUPERIOR COMPLETO;VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;0 a 11 anos;545aa1a6bbdd805b-2.0
1dac914be2860d14;2013;8;BELO HORIZONTE;310620,0;RISP 1 - BH;NÃO;MG;-19,931965755647;-43,9469176696337;1;VITIMA E PEDESTRE (TRANSITO);1303;LEVES;27,0;M;IGNORADA;ENSINO MEDIO COMPLETO (2º GRAU);VITIMA E PEDESTRE (TRANSITO);1300;VITIMA;18 a 29 anos;1dac914be2860d14-3.0
51a1df8b66ea7a67;2013;8;BELO HORIZONTE;310620,0;RISP 1 - BH;NÃO;MG;-19,9315868721799;-43,9475296538551;1;VITIMA E PASSAGEIRO (TRANSITO);1302;LEVES;22,0;M;BRANCA;ENSINO MEDIO COMPLETO (2º GRAU);VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;18 a 29 anos;51a1df8b66ea7a67-3.0
8bfe7b5fa897d68a;2013;10;BELO HORIZONTE;310620,0;RISP 1 - BH;NÃO;MG;-19,9344795657235;-43,9525627144398;1;VITIMA E PEDESTRE (TRANSITO);1303;LEVES;66,0;M;PARDA;ESCOLARIDADE - IGNORADA;VITIMA E PEDESTRE (TRANSITO);1300;VITIMA;60 a 69 anos;8bfe7b5fa897d68a-2.0
6319747f2a6a7073;2013;11;BELO HORIZONTE;310620,0;RISP 1 - BH;NÃO;MG;-19,973164716269;-44,0140882515867;1;VITIMA E PASSAGEIRO (TRANSITO);1302;SEM LESOES APARENTES;30,0;F;BRANCA;ALFABETIZADO;VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;30 a 39 anos;6319747f2a6a7073-2.0
121fd9108e0c6d4b;2013;7;CONQUISTA;311820,0;RISP 5 - UBERABA;NÃO;MG;-19,9533955135832;-47,6017216412181;1;VITIMA E PASSAGEIRO (TRANSITO);1302;LEVES;26,0;F;BRANCA;ENSINO MEDIO COMPLETO (2º GRAU);VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;18 a 29 anos;121fd9108e0c6d4b-2.0
121fd9108e0c6d4b;2013;7;CONQUISTA;311820,0;RISP 5 - UBERABA;NÃO;MG;-19,9533955135832;-47,6017216412181;1;VITIMA E PASSAGEIRO (TRANSITO);1302;LEVES;9,0;M;BRANCA;ENSINO FUNDAMENTAL INCOMPLETO (8 ANOS ESTUDO);VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;0 a 11 anos;121fd9108e0c6d4b-3.0
5c0b71c448a8a887;2013;1;CONQUISTA;311820,0;RISP 5 - UBERABA;NÃO;MG;-19,9496519453898;-47,5819276712502;1;VITIMA E PASSAGEIRO (TRANSITO);1302;LEVES;43,0;F;BRANCA;ALFABETIZADO;VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;40 a 49 anos;5c0b71c448a8a887-2.0
e8b72e5bcf6c5234;2013;2;BETIM;310670,0;RISP 2 - CONTAGEM;SIM;MG;-19,9631204779123;-44,205759036773;1;VITIMA E PASSAGEIRO (TRANSITO);1302;SEM LESOES APARENTES;61,0;M;BRANCA;SUPERIOR COMPLETO;VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;60 a 69 anos;e8b72e5bcf6c5234-3.0
a16437f8b0569ad1;2013;10;BELO HORIZONTE;310620,0;RISP 1 - BH;NÃO;MG;-19,9163936370999;-43,9746375749848;1;VITIMA - OUTROS;1399;LEVES;55,0;F;PARDA;SUPERIOR COMPLETO;VITIMA - OUTROS;1300;VITIMA;50 a 59 anos;a16437f8b0569ad1-2.0
17725ba2bd514331;2013;2;AGUA BOA;310060,0;RISP 14 - CURVELO;NÃO;MG;-18,043332901516;-42,2969009717467;1;VITIMA E PASSAGEIRO (TRANSITO);1302;GRAVES OU INCONSCIENTE;2,0;M;PARDA;ANALFABETO;VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;0 a 11 anos;17725ba2bd514331-2.0
e6574abf0a80d38b;2013;4;BELO HORIZONTE;310620,0;RISP 1 - BH;NÃO;MG;-19,9137409874346;-43,9303664803009;1;VITIMA E PEDESTRE (TRANSITO);1303;LEVES;41,0;M;BRANCA;ENSINO MEDIO COMPLETO (2º GRAU);VITIMA E PEDESTRE (TRANSITO);1300;VITIMA;40 a 49 anos;e6574abf0a80d38b-2.0
8d31f5e9c977dfaa;2013;7;BELO HORIZONTE;310620,0;RISP 1 - BH;NÃO;MG;-19,9152858007815;-43,9748104635348;1;VITIMA E PEDESTRE (TRANSITO);1303;LEVES;80,0;M;BRANCA;ENSINO FUNDAMENTAL INCOMPLETO (8 ANOS ESTUDO);VITIMA E PEDESTRE (TRANSITO);1300;VITIMA;80 anos ou mais;8d31f5e9c977dfaa-1.0
75e3d98041e6f2bb;2013;12;AGUA BOA;310060,0;RISP 14 - CURVELO;NÃO;MG;-17,8169500569763;-42,4085310253099;1;VITIMA E PASSAGEIRO (TRANSITO);1302;GRAVES OU INCONSCIENTE;31,0;F;PARDA;ENSINO FUNDAMENTAL INCOMPLETO (8 ANOS ESTUDO);VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;30 a 39 anos;75e3d98041e6f2bb-2.0
6762befb39520c63;2013;5;BELO HORIZONTE;310620,0;RISP 1 - BH;NÃO;MG;-19,9866388200241;-44,0005670720144;1;VITIMA E PASSAGEIRO (TRANSITO);1302;LEVES;27,0;M;PARDA;ESCOLARIDADE - IGNORADA;VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;18 a 29 anos;6762befb39520c63-2.0
b52a95bb15179b38;2013;8;BELO HORIZONTE;310620,0;RISP 1 - BH;NÃO;MG;-19,8251654651836;-43,9553366602833;1;VITIMA E PEDESTRE (TRANSITO);1303;LEVES;41,0;M;PARDA;ENSINO FUNDAMENTAL INCOMPLETO (8 ANOS ESTUDO);VITIMA E PEDESTRE (TRANSITO);1300;VITIMA;40 a 49 anos;b52a95bb15179b38-2.0
0cc7c63ae3903ec0;2013;2;MONTES CLAROS;314330,0;RISP 11 - MONTES CLAROS;NÃO;MG;-16,7542170144971;-43,8749472616772;1;VITIMA E PEDESTRE (TRANSITO);1303;LEVES;4,0;F;PARDA;ALFABETIZADO;VITIMA E PEDESTRE (TRANSITO);1300;VITIMA;0 a 11 anos;0cc7c63ae3903ec0-2.0
7ff638fc36f83d72;2013;10;BELO HORIZONTE;310620,0;RISP 1 - BH;NÃO;MG;-19,8540715070347;-43,8842182094167;1;VITIMA E PEDESTRE (TRANSITO);1303;LEVES;61,0;F;BRANCA;ALFABETIZADO;VITIMA E PEDESTRE (TRANSITO);1300;VITIMA;60 a 69 anos;7ff638fc36f83d72-1.0
51f9fe41a59b2c77;2013;4;VESPASIANO;317120,0;RISP 3 - VESPASIANO;SIM;MG;-19,6985099885368;-43,9115803562979;1;VITIMA E PASSAGEIRO (TRANSITO);1302;LEVES;5,0;M;PARDA;ENSINO FUNDAMENTAL INCOMPLETO (8 ANOS ESTUDO);VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;0 a 11 anos;51f9fe41a59b2c77-2.0
51f9fe41a59b2c77;2013;4;VESPASIANO;317120,0;RISP 3 - VESPASIANO;SIM;MG;-19,6985099885368;-43,9115803562979;1;VITIMA E PASSAGEIRO (TRANSITO);1302;SEM LESOES APARENTES;0,0;F;PARDA;OUTROS - ESCOLARIDADE;VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;0 a 11 anos;51f9fe41a59b2c77-3.0
e3757d52805ea9c3;2013;7;ITABIRA;313170,0;RISP 12 - IPATINGA;NÃO;MG;-19,5570421754771;-43,1512206768814;1;VITIMA E PASSAGEIRO (TRANSITO);1302;LEVES;44,0;F;BRANCA;ENSINO FUNDAMENTAL INCOMPLETO (8 ANOS ESTUDO);VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;40 a 49 anos;e3757d52805ea9c3-2.0
e3757d52805ea9c3;2013;7;ITABIRA;313170,0;RISP 12 - IPATINGA;NÃO;MG;-19,5570421754771;-43,1512206768814;1;VITIMA E PASSAGEIRO (TRANSITO);1302;LEVES;17,0;M;BRANCA;ENSINO MEDIO INCOMPLETO ( 2º GRAU);VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;12 a 17 anos;e3757d52805ea9c3-3.0
e3757d52805ea9c3;2013;7;ITABIRA;313170,0;RISP 12 - IPATINGA;NÃO;MG;-19,5570421754771;-43,1512206768814;1;VITIMA E PASSAGEIRO (TRANSITO);1302;LEVES;17,0;M;PARDA;ENSINO MEDIO INCOMPLETO ( 2º GRAU);VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;12 a 17 anos;e3757d52805ea9c3-4.0
c041c8d46792916f;2013;8;LAGOA SANTA;313760,0;RISP 3 - VESPASIANO;SIM;MG;-19,6735885668904;-43,9105854530299;1;VITIMA E PASSAGEIRO (TRANSITO);1302;GRAVES OU INCONSCIENTE;52,0;F;IGNORADA;ALFABETIZADO;VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;50 a 59 anos;c041c8d46792916f-2.0
9e8143c026c6cca2;2013;7;LAGOA SANTA;313760,0;RISP 3 - VESPASIANO;SIM;MG;-19,6658786301424;-43,9042692091694;1;VITIMA E PASSAGEIRO (TRANSITO);1302;LEVES;15,0;F;PARDA;ENSINO MEDIO INCOMPLETO ( 2º GRAU);VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;12 a 17 anos;9e8143c026c6cca2-2.0
6b2effb40057515d;2013;3;ITAJUBA;313240,0;RISP 17 - POUSO ALEGRE;NÃO;MG;-22,425751780216;-45,4468354348569;1;VITIMA E PEDESTRE (TRANSITO);1303;LEVES;82,0;F;BRANCA;ALFABETIZADO;VITIMA E PEDESTRE (TRANSITO);1300;VITIMA;80 anos ou mais;6b2effb40057515d-2.0
b61f120a3915e21d;2013;5;BARBACENA;310560,0;RISP 13 - BARBACENA;NÃO;MG;-21,2191821200724;-43,7799623654625;1;VITIMA DE ACAO CRIMINAL / CIVEL;1301;LEVES;34,0;F;NEGRA;SUPERIOR COMPLETO;VITIMA DE ACAO CRIMINAL / CIVEL;1300;VITIMA;30 a 39 anos;b61f120a3915e21d-1.0
4d0ac5bb25fd0164;2013;4;GOVERNADOR VALADARES;312770,0;RISP 8 - GOV. VALADARES;NÃO;MG;-18,8519277036033;-41,9425335078106;1;VITIMA E PASSAGEIRO (TRANSITO);1302;LEVES;20,0;F;IGNORADA;ESCOLARIDADE - IGNORADA;VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;18 a 29 anos;4d0ac5bb25fd0164-3.0
0a8153845a55584a;2013;7;CAIANA;311010,0;RISP 12 - IPATINGA;NÃO;MG;-20,734517819763;-41,9365244420344;1;VITIMA E PASSAGEIRO (TRANSITO);1302;LEVES;28,0;F;NEGRA;ENSINO MEDIO COMPLETO (2º GRAU);VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;18 a 29 anos;0a8153845a55584a-3.0
0a8153845a55584a;2013;7;CAIANA;311010,0;RISP 12 - IPATINGA;NÃO;MG;-20,734517819763;-41,9365244420344;1;VITIMA E PASSAGEIRO (TRANSITO);1302;LEVES;11,0;F;PARDA;ENSINO FUNDAMENTAL COMPLETO (8 ANOS ESTUDO);VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;0 a 11 anos;0a8153845a55584a-4.0
9c87b362c01d35ec;2013;5;GOVERNADOR VALADARES;312770,0;RISP 8 - GOV. VALADARES;NÃO;MG;-18,8499779900989;-41,943632172781;1;VITIMA E PASSAGEIRO (TRANSITO);1302;OUTROS - LESOES;15,0;M;PARDA;ENSINO FUNDAMENTAL INCOMPLETO (8 ANOS ESTUDO);VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;12 a 17 anos;9c87b362c01d35ec-2.0
f9ffce246491cb39;2013;1;GOVERNADOR VALADARES;312770,0;RISP 8 - GOV. VALADARES;NÃO;MG;-18,8500284902215;-41,9437095735759;1;VITIMA E PASSAGEIRO (TRANSITO);1302;LEVES;68,0;F;PARDA;ESCOLARIDADE - IGNORADA;VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;60 a 69 anos;f9ffce246491cb39-4.0
f9ffce246491cb39;2013;1;GOVERNADOR VALADARES;312770,0;RISP 8 - GOV. VALADARES;NÃO;MG;-18,8500284902215;-41,9437095735759;1;VITIMA E PASSAGEIRO (TRANSITO);1302;LEVES;85,0;M;PARDA;ESCOLARIDADE - IGNORADA;VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;80 anos ou mais;f9ffce246491cb39-3.0
423c8614ab241d3b;2013;10;MANHUACU;313940,0;RISP 12 - IPATINGA;NÃO;MG;-20,2550093732161;-42,0325287308138;1;VITIMA E PEDESTRE (TRANSITO);1303;LEVES;47,0;M;BRANCA;ANALFABETO;VITIMA E PEDESTRE (TRANSITO);1300;VITIMA;40 a 49 anos;423c8614ab241d3b-1.0
cae4d4d25d16d180;2013;5;BELO HORIZONTE;310620,0;RISP 1 - BH;NÃO;MG;-19,8932930641366;-43,8981390513532;1;VITIMA E PASSAGEIRO (TRANSITO);1302;GRAVES OU INCONSCIENTE;29,0;F;PARDA;ENSINO FUNDAMENTAL INCOMPLETO (8 ANOS ESTUDO);VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;18 a 29 anos;cae4d4d25d16d180-3.0
15d85cc950504a8b;2013;6;BELO HORIZONTE;310620,0;RISP 1 - BH;NÃO;MG;-19,8921334861599;-43,8988934147411;1;VITIMA E PASSAGEIRO (TRANSITO);1302;OUTROS - LESOES;15,0;F;IGNORADA;ENSINO MEDIO INCOMPLETO ( 2º GRAU);VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;12 a 17 anos;15d85cc950504a8b-3.0
c5953327abe255fd;2013;1;JUIZ DE FORA;313670,0;RISP 4 - JUIZ DE FORA;NÃO;MG;-21,7705391390467;-43,3548511953232;1;VITIMA E PEDESTRE (TRANSITO);1303;GRAVES OU INCONSCIENTE;76,0;F;BRANCA;ALFABETIZADO;VITIMA E PEDESTRE (TRANSITO);1300;VITIMA;70 a 79 anos;c5953327abe255fd-2.0
b2b672ab69454562;2013;10;JUIZ DE FORA;313670,0;RISP 4 - JUIZ DE FORA;NÃO;MG;-21,773320744571;-43,3543571691107;1;VITIMA E PEDESTRE (TRANSITO);1303;LEVES;53,0;F;BRANCA;ALFABETIZADO;VITIMA E PEDESTRE (TRANSITO);1300;VITIMA;50 a 59 anos;b2b672ab69454562-1.0
af015b4366a18662;2013;7;BELO HORIZONTE;310620,0;RISP 1 - BH;NÃO;MG;-19,9170912991427;-43,9372244476607;1;VITIMA E PEDESTRE (TRANSITO);1303;LEVES;60,0;M;BRANCA;OUTROS - ESCOLARIDADE;VITIMA E PEDESTRE (TRANSITO);1300;VITIMA;60 a 69 anos;af015b4366a18662-2.0
bf588db92dde0ee8;2013;6;BELO HORIZONTE;310620,0;RISP 1 - BH;NÃO;MG;-19,980345661514;-44,0111219453349;1;VITIMA;1300;LEVES;25,0;M;;ESCOLARIDADE - IGNORADA;VITIMA;1300;VITIMA;18 a 29 anos;bf588db92dde0ee8-1.0
fe98e04fe84d6a92;2013;7;LAVRAS;313820,0;RISP 6 - LAVRAS;NÃO;MG;-21,2793555792293;-44,9831124257215;1;VITIMA - OUTROS;1399;LEVES;17,0;M;BRANCA;ESCOLARIDADE - IGNORADA;VITIMA - OUTROS;1300;VITIMA;12 a 17 anos;fe98e04fe84d6a92-2.0
73c1e6caff3fce1b;2013;3;BELO HORIZONTE;310620,0;RISP 1 - BH;NÃO;MG;-19,8625967640653;-43,9133916008037;1;VITIMA E PASSAGEIRO (TRANSITO);1302;GRAVES OU INCONSCIENTE;56,0;F;IGNORADA;ESCOLARIDADE - IGNORADA;VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;50 a 59 anos;73c1e6caff3fce1b-2.0
73285eab6718e096;2013;5;CONQUISTA;311820,0;RISP 5 - UBERABA;NÃO;MG;-19,9301410439439;-47,6631288692988;1;VITIMA E PASSAGEIRO (TRANSITO);1302;LEVES;26,0;M;BRANCA;ENSINO FUNDAMENTAL INCOMPLETO (8 ANOS ESTUDO);VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;18 a 29 anos;73285eab6718e096-2.0
73285eab6718e096;2013;5;CONQUISTA;311820,0;RISP 5 - UBERABA;NÃO;MG;-19,9301410439439;-47,6631288692988;1;VITIMA E PASSAGEIRO (TRANSITO);1302;LEVES;21,0;M;PARDA;ALFABETIZADO;VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;18 a 29 anos;73285eab6718e096-3.0
73285eab6718e096;2013;5;CONQUISTA;311820,0;RISP 5 - UBERABA;NÃO;MG;-19,9301410439439;-47,6631288692988;1;VITIMA E PASSAGEIRO (TRANSITO);1302;LEVES;32,0;M;NEGRA;ENSINO FUNDAMENTAL INCOMPLETO (8 ANOS ESTUDO);VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;30 a 39 anos;73285eab6718e096-4.0
86d12f141c6d730f;2013;12;FARIA LEMOS;312530,0;RISP 4 - JUIZ DE FORA;NÃO;MG;-20,7972548109474;-42,0423535431689;1;VITIMA E PASSAGEIRO (TRANSITO);1302;SEM LESOES APARENTES;34,0;M;PARDA;ENSINO MEDIO COMPLETO (2º GRAU);VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;30 a 39 anos;86d12f141c6d730f-2.0
63618d5d0890846e;2013;1;FARIA LEMOS;312530,0;RISP 4 - JUIZ DE FORA;NÃO;MG;-20,7972548109474;-42,0423535431689;1;VITIMA E PASSAGEIRO (TRANSITO);1302;LEVES;50,0;F;BRANCA;ENSINO MEDIO COMPLETO (2º GRAU);VITIMA E PASSAGEIRO (TRANSITO);1300;VITIMA;50 a 59 anos;63618d5d0890846e-4.0
4cc22b943975f3c8;2013;4;BELO HORIZONTE;310620,0;RISP 1 - BH;NÃO;MG;-19,9033473339775;-43,9337360816539;1;VITIMA E PEDESTRE (TRANSITO);1303;LEVES;3,0;M;BRANCA;OUTROS - ESCOLARIDADE;VITIMA E PEDESTRE (TRANSITO);1300;VITIMA;0 a 11 anos;4cc22b943975f3c8-3.0
d0abdc24f5d69d01;2013;4;PARACATU;314700,0;RISP 16 - UNAÍ;NÃO;MG;-17,2121354066791;-46,8845290840558;1;VITIMA - OUTROS;1399;SEM LESOES APARENTES;51,0;M;PARDA;ENSINO MEDIO INCOMPLETO ( 2º GRAU);VITIMA - OUTROS;1300;VITIMA;50 a 59 anos;d0abdc24f5d69d01-3.0
288225b9020c4b99;2013;8;BANDEIRA DO SUL;310530,0;RISP 18 - POÇOS DE CALDAS;NÃO;MG;-21,7354114409217;-46,381617132238;1;VITIMA DE ACAO CRIMINAL / CIVEL;1301;SEM LESOES APARENTES;45,0;M;BRANCA;ANALFABETO;VITIMA DE ACAO CRIMINAL / CIVEL;1300;VITIMA;40 a 49 anos;288225b9020c4b99-1.0
66b93644fba2693f;2013;5;MONTES CLAROS;314330,0;RISP 11 - MONTES CLAROS;NÃO;MG;-16,7644581942884;-43,8647292979824;1;VITIMA - OUTROS;1399;LEVES;64,0;M;IGNORADA;ALFABETIZADO;VITIMA - OUTROS;1300;VITIMA;60 a 69 anos;66b93644fba2693f-2.0
785dd96c8300b585;2013;10;JEQUERI;313550,0;RISP 12 - IPATINGA;NÃO;MG;-20,453760780298;-42,666011099122;1;VITIMA E PEDESTRE (TRANSITO);1303;LEVES;7,0;F;NEGRA;ALFABETIZADO;VITIMA E PEDESTRE (TRANSITO);1300;VITIMA;0 a 11 anos;785dd96c8300b585-2.0
